# E(eV)    Loss
   15857.2002000000       7.187089954496300E-007
   17731.8007800000       4.711873777864514E-007
   19828.1992200000       3.074870387568464E-007
   22174.8007800000       1.999236182711608E-007
   24802.6992200000       1.293914440987931E-007
   27750.1992200000       8.335467949768128E-008
   31058.8007800000       5.343373834753861E-008
   34771.8984400000       3.410114955294204E-008
   38939.1992200000       2.165827724443349E-008
   43617.3007800000       1.370057881268991E-008
   48870.0000000000       8.625682329219350E-009
   54769.3984400000       5.409342944086911E-009
   61387.3984400000       3.387158472277299E-009
   68827.2968800000       2.107986356113797E-009
   77171.2031200000       1.304243315527466E-009
   86541.2968800000       8.025231269681375E-010
   97016.8984400000       4.947782845222048E-010
   100000.000000000       4.361232783884837E-010
