PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2  12.000  index, nleg, degeneracy, r=  2.5323
    10    3  24.000  index, nleg, degeneracy, r=  5.0645
      x           y           z     ipot  label      rleg      beta        eta
   -3.581170    0.000000   -3.581170   1 'Cu    '     5.0645  180.0000    0.0000
   -1.790590    0.000000   -1.790590   1 'Cu    '     2.5323    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  180.0000    0.0000
    11    4  12.000  index, nleg, degeneracy, r=  5.0645
      x           y           z     ipot  label      rleg      beta        eta
    1.790590    1.790590    0.000000   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323    0.0000    0.0000
   -1.790590   -1.790590    0.000000   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323    0.0000    0.0000
    12    4  12.000  index, nleg, degeneracy, r=  5.0645
      x           y           z     ipot  label      rleg      beta        eta
    1.790590   -1.790590    0.000000   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  180.0000    0.0000
    1.790590   -1.790590    0.000000   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  180.0000    0.0000
    13    4  48.000  index, nleg, degeneracy, r=  5.0645
      x           y           z     ipot  label      rleg      beta        eta
    1.790590   -1.790590    0.000000   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323   60.0000    0.0000
   -1.790590    0.000000   -1.790590   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323   60.0000    0.0000
    14    4  12.000  index, nleg, degeneracy, r=  5.0645
      x           y           z     ipot  label      rleg      beta        eta
    1.790590    0.000000   -1.790590   1 'Cu    '     2.5323    0.0000    0.0000
    3.581170    0.000000   -3.581170   1 'Cu    '     2.5323  180.0000    0.0000
    1.790590    0.000000   -1.790590   1 'Cu    '     2.5323    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  180.0000    0.0000
    15    4  48.000  index, nleg, degeneracy, r=  5.0645
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    1.790590   -1.790590   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  120.0000    0.0000
   -1.790590    0.000000   -1.790590   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  120.0000    0.0000
    16    2  24.000  index, nleg, degeneracy, r=  5.6623
      x           y           z     ipot  label      rleg      beta        eta
   -5.371760   -1.790590    0.000000   1 'Cu    '     5.6623  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     5.6623  180.0000    0.0000
    17    3  48.000  index, nleg, degeneracy, r=  5.8879
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    3.581170    0.000000   1 'Cu    '     3.5812  161.5650    0.0000
    0.000000   -1.790590   -1.790590   1 'Cu    '     5.6623  153.4350    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323   45.0000    0.0000
    18    3  48.000  index, nleg, degeneracy, r=  5.8879
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -5.371760    1.790590   1 'Cu    '     5.6623  161.5650    0.0000
    0.000000   -1.790590    1.790590   1 'Cu    '     3.5812   45.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  153.4350    0.0000
    19    3  48.000  index, nleg, degeneracy, r=  5.8879
      x           y           z     ipot  label      rleg      beta        eta
    1.790590    5.371760    0.000000   1 'Cu    '     5.6623  153.4350    0.0000
    0.000000    3.581170    0.000000   1 'Cu    '     2.5323   45.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.5812  161.5650    0.0000
    20    3  96.000  index, nleg, degeneracy, r=  5.9914
      x           y           z     ipot  label      rleg      beta        eta
    3.581170    0.000000   -3.581170   1 'Cu    '     5.0645  149.9999    0.0000
    0.000000    1.790590   -1.790590   1 'Cu    '     4.3860   90.0001    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  120.0000    0.0000
    21    3  96.000  index, nleg, degeneracy, r=  5.9914
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -3.581170    3.581170   1 'Cu    '     5.0645  119.9999    0.0000
   -1.790590   -1.790590    3.581170   1 'Cu    '     2.5323   90.0001    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     4.3860  150.0000    0.0000
    22    4  96.000  index, nleg, degeneracy, r=  5.9914
      x           y           z     ipot  label      rleg      beta        eta
    3.581170    1.790590   -1.790590   1 'Cu    '     4.3860   90.0001    0.0000
    3.581170    3.581170    0.000000   1 'Cu    '     2.5323  119.9999    0.0000
    1.790590    1.790590    0.000000   1 'Cu    '     2.5323    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  150.0000    0.0000
    23    4  96.000  index, nleg, degeneracy, r=  5.9914
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -1.790590    1.790590   1 'Cu    '     2.5323    0.0000    0.0000
    0.000000   -3.581170    3.581170   1 'Cu    '     2.5323  149.9999    0.0000
   -1.790590    0.000000    1.790590   1 'Cu    '     4.3860   90.0001    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  120.0000    0.0000
    24    4  48.000  index, nleg, degeneracy, r=  6.1134
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000    3.581170   1 'Cu    '     3.5812  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.5812   45.0000    0.0000
   -1.790590    0.000000   -1.790590   1 'Cu    '     2.5323  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323   45.0000    0.0000
    25    2   8.000  index, nleg, degeneracy, r=  6.2028
      x           y           z     ipot  label      rleg      beta        eta
    3.581170   -3.581170    3.581170   1 'Cu    '     6.2028  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     6.2028  180.0000    0.0000
    26    3  96.000  index, nleg, degeneracy, r=  6.2903
      x           y           z     ipot  label      rleg      beta        eta
    1.790590   -5.371760    0.000000   1 'Cu    '     5.6623  154.6482    0.0000
    0.000000   -1.790590    1.790590   1 'Cu    '     4.3860   73.2214    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5323  132.1304    0.0000
